basepk,topic,category,procedural_score,error_x,error_y
2870122,order of amendments and voting procedure,Parliamentary Affairs,0.75,,
2870129,Speaker's ruling on report stage,Parliamentary Affairs,0.75,,
2870191,criminal records act amendments for young offenders,"Justice, Rights & Immigration",0.0,,
2870197,criminal records for young offenders,"Justice, Rights & Immigration",0.25,,
2870206,committee report procedural difficulties,Parliamentary Affairs,0.75,,
2870243,Air Canada domestic fare structure and discounts,Economic & Fiscal Policy,0.0,,
2870255,plumbing supply and service contracts,Trade & Industry,0.0,,
2870280,potato price support payments,Agriculture & Natural Resources,0.0,,
2870281,potato growers subsidy payments,Agriculture & Natural Resources,0.0,,
2870314,Information Canada personnel evaluation,Government Operations & Ethics,0.0,,
2870429,prohibition of PC members from historic site ceremony,Parliamentary Affairs,0.25,,
2870470,capital punishment for murder during kidnapping or rape,"Justice, Rights & Immigration",0.25,,
2870511,capital punishment in England,Foreign Affairs & Defence,0.25,,
2870528,unemployment insurance reciprocal agreements,Social Policy,0.0,,
2870538,unemployment insurance abuses,Social Policy,0.25,,
2870549,unemployment insurance residency requirements,Social Policy,0.25,,
2870580,capital punishment and murder,"Justice, Rights & Immigration",0.0,,
2870597,compensation for victims of crime,"Justice, Rights & Immigration",0.0,,
2870624,advertising exploitation in committee report,Parliamentary Affairs,0.5,,
2870657,labour relations and strike possibility,Trade & Industry,0.25,,
2870705,Rochdale property seizure,"Justice, Rights & Immigration",0.0,,
2870756,transportation safety regulations,Agriculture & Natural Resources,0.25,,
2870769,unclear,Parliamentary Affairs,0.75,,
2870804,capital punishment and rape penalties,"Justice, Rights & Immigration",0.25,,
2870812,death penalty for rape-murder,"Justice, Rights & Immigration",0.25,,
2870817,debate on amendment,Parliamentary Affairs,0.75,,
2870855,capital punishment for rape and kidnapping,"Justice, Rights & Immigration",0.0,,
2870872,capital punishment and democratic representation,Parliamentary Affairs,0.25,,
2870976,Area Development Incentives Act payments,Economic & Fiscal Policy,0.0,,
2871006,oil transport from Alaska to US,Agriculture & Natural Resources,0.0,,
2871027,unemployment insurance act review,Social Policy,0.25,,
2871035,unemployment insurance commission payments,Social Policy,0.0,,
2871045,capital punishment bill debate scheduling,"Justice, Rights & Immigration",0.25,,
2871069,custodial officers staffing levels,"Justice, Rights & Immigration",0.25,,
2871091,CRTC collusion in civil proceeding,"Justice, Rights & Immigration",0.25,,
2871130,housing mortgage funds and monetary policy,Economic & Fiscal Policy,0.25,,
2871191,amendment to third reading of bill,Parliamentary Affairs,0.75,,
2871202,tribute to former Prime Minister Louis St. Laurent,Parliamentary Affairs,0.05,,
2871223,uniforms for protective staff,Government Operations & Ethics,0.75,,
2871224,uniforms for protective staff,Government Operations & Ethics,0.25,,
2871243,railway worker layoffs and strike,Social Policy,0.25,,
2871247,labour dispute intervention,Parliamentary Affairs,0.25,,
2871297,pipeline construction and US relations,Trade & Industry,0.25,,
2871306,legal defence for former unemployed,"Justice, Rights & Immigration",0.25,,
2871315,railway strike and grain transport,Agriculture & Natural Resources,0.25,,
2871327,railway co-operation on grain movement,Agriculture & Natural Resources,0.25,,
2871353,re-open Beechcraft crash investigation,"Justice, Rights & Immigration",0.25,,
2871356,ambulance and emergency services,Social Policy,0.0,,
2871365,Canada pavilion at Expo '74,Trade & Industry,0.0,,
2871395,question of privilege debate,Parliamentary Affairs,0.75,,
2871409,escape from penitentiaries,"Justice, Rights & Immigration",0.25,,
2871427,funding for amateur sport facilities,Social Policy,0.25,,
2871459,access to government information and confidentiality,Government Operations & Ethics,0.25,,
2871502,Olympic Games funding and administration,Social Policy,0.5,,
2871532,Canada's participation in Expo '74,Trade & Industry,0.25,,
2871541,capital punishment bill and commutation applications,"Justice, Rights & Immigration",0.25,,
2871632,settlement of labour dispute,Trade & Industry,0.25,,
2871658,government's changing policies and chameleon-like nature,Government Operations & Ethics,0.5,,
2871683,two price system and western farmers,Agriculture & Natural Resources,0.25,,
2871739,Aeronautics Act cost allocation,Government Operations & Ethics,0.25,,
2871754,royal assent to bills,Parliamentary Affairs,0.75,,
2871756,crop insurance bill,Agriculture & Natural Resources,0.5,,
2871778,motion opposing nuclear testing,Foreign Affairs & Defence,0.75,,
2871920,order of business,Parliamentary Affairs,0.75,,
2871939,world commodity price increases,Economic & Fiscal Policy,0.0,,
2871951,pensions and consumer purchasing power,Social Policy,0.25,,
2871973,ending the postal strike,Social Policy,0.25,,
2872043,piracy on the high seas,Foreign Affairs & Defence,0.0,,
2872143,labour relations and bill inadequacy,Social Policy,0.25,,
2872179,Speaker's ruling on amendment acceptability,Parliamentary Affairs,1.0,,
2872206,railway employees job security and national dividend,Social Policy,0.25,,
2872234,House leaders discussions on bill disposition,Parliamentary Affairs,0.75,,
2872263,adjournment debate,Parliamentary Affairs,0.75,,
2872348,Food Prices Review Board staff,Economic & Fiscal Policy,0.25,,
2872364,milk and dairy product prices,Agriculture & Natural Resources,0.0,,
2872382,mortgage interest rates and bank profits,Economic & Fiscal Policy,0.0,,
2872387,interest rate ceiling legislation,Economic & Fiscal Policy,0.0,,
2872447,disability pensions increase,Social Policy,0.25,,
2872500,order of business,Parliamentary Affairs,1.0,,
2872513,committee procedure on amendments,Parliamentary Affairs,0.75,,
2872519,amendments to bill,Parliamentary Affairs,0.5,,
2872524,House of Commons procedure,Parliamentary Affairs,0.75,,
2872539,point of order debate,Parliamentary Affairs,0.75,,
2872600,compulsory arbitration for public service disputes,Social Policy,0.1,,
2872640,pension benefits and John Deutsch terms of reference,Social Policy,0.25,,
2872675,minister of transport's debating style,Parliamentary Affairs,0.25,,
2872721,labour dispute and governmental performance,Social Policy,0.25,,
2872736,non-ops wage demands and job security,Social Policy,0.25,,
2872756,labour relations and collective bargaining legislation,Social Policy,0.25,,
2872757,Railway Operations Act and labour disputes,Social Policy,0.25,,
2872815,railway workers recall after strike,Social Policy,0.25,,
2872820,railway employee protection during strike,Social Policy,0.25,,
2872885,remuneration for work and railroad workers,Social Policy,0.0,,
2872895,cost of living and wages,Economic & Fiscal Policy,0.5,,
2872953,inflation and government inaction,Economic & Fiscal Policy,0.25,,
2872995,workers' rights and job security,Social Policy,0.25,,
2873005,unclear,Parliamentary Affairs,0.75,,
2873010,parliamentary conduct and procedure,Parliamentary Affairs,0.75,,
2873017,amendments to bill,Parliamentary Affairs,0.5,,
2873027,amendments to clause 8,Parliamentary Affairs,0.5,,
2873060,strike pay for non-operating railway workers,Social Policy,0.0,,
2873137,arbitration of railway labour disputes,Social Policy,0.25,,
2873292,tabling of government document,Parliamentary Affairs,0.75,,
2873314,comprehensive national effort,Economic & Fiscal Policy,0.25,,
2873352,Canadian production and purchasing power,Economic & Fiscal Policy,0.25,,
2873382,supplementary on housing legislation and home ownership,Social Policy,0.0,,
2873395,Food Prices Review Board actions,Economic & Fiscal Policy,0.25,,
2873426,order of business,Parliamentary Affairs,0.75,,
2873433,Vancouver rail traffic disruption,Trade & Industry,0.0,,
2873488,ministerial delegation to Japan,Foreign Affairs & Defence,0.25,,
2873491,rescheduling Japanese trade delegation meeting,Foreign Affairs & Defence,0.25,,
2873495,AHOP funds budget allocation,Social Policy,0.0,,
2873516,Indo-Pakistan war settlement,Foreign Affairs & Defence,0.0,,
2873518,livestock market and grain prices,Agriculture & Natural Resources,0.0,,
2873566,increase in old age security benefits,Social Policy,0.1,,
2873591,lowering eligible age for old age security and Canada Pension Plan,Social Policy,0.25,,
2873594,order of business,Parliamentary Affairs,0.75,,
2873644,Arctic cargo water transport contracts,Trade & Industry,0.0,,
2873674,Corporations and Labour Unions Returns Act,Government Operations & Ethics,0.0,,
2873677,postal service truck and driver increases,Government Operations & Ethics,0.0,,
2873680,correctional officer qualifications and appointments,Government Operations & Ethics,0.0,,
2873696,Unemployment Insurance Commission printing costs,Social Policy,0.0,,
2873715,campaign contributions,Government Operations & Ethics,0.0,,
2873718,housing and worker training assistance,Social Policy,0.0,,
2873739,Coast Guard icebreaker development,Trade & Industry,0.0,,
2873814,leasing of office accommodation in Canada Square Building,Government Operations & Ethics,0.0,,
2873917,exclusive use of national park land,Agriculture & Natural Resources,0.0,,
2873920,Bank of Canada gold transaction reporting,Economic & Fiscal Policy,0.0,,
2873928,public service employment history,Government Operations & Ethics,0.0,,
2873999,outstanding written questions,Parliamentary Affairs,0.75,,
2874032,Canadian Wheat Board grain sales negotiations,Agriculture & Natural Resources,0.0,,
2874052,old age security for war veterans,Social Policy,0.0,,
2874056,wheat farmer subsidies and domestic price,Agriculture & Natural Resources,0.0,,
2874086,Dominion of Canada perpetual bonds interest rate,Economic & Fiscal Policy,0.0,,
2874168,government monetary and fiscal policy,Economic & Fiscal Policy,0.0,,
2874203,old age security,Social Policy,0.25,,
2874254,veterinarians' salary dispute,Social Policy,0.75,,
2874286,control of retail prices,Economic & Fiscal Policy,0.0,,
2874323,Prices Review Board and price increases,Economic & Fiscal Policy,0.25,,
2874342,retail price increases,Economic & Fiscal Policy,0.25,,
2874345,retailer price restraint,Economic & Fiscal Policy,0.25,,
2874359,order of business,Parliamentary Affairs,0.75,,
2874376,committee procedure on inviting Prime Minister,Parliamentary Affairs,0.75,,
2874385,wheat price freeze and farmer incomes,Agriculture & Natural Resources,0.0,,
2874408,farm price stabilization,Agriculture & Natural Resources,0.0,,
2874421,federal veterinarians collective agreement,Social Policy,0.25,,
2874427,Alaskan oil in Puget Sound,Agriculture & Natural Resources,0.0,,
2874469,statistics Canada unemployment methodology,Economic & Fiscal Policy,0.25,,
2874533,veterans affairs and government commitment,Social Policy,0.25,,
2874560,federal-provincial relations and elderly care,Intergovernmental & Constitutional Affairs,0.25,,
2874578,pension escalation calculation,Social Policy,0.25,,
2874580,plain language in legislation,Parliamentary Affairs,0.25,,
2874587,federal social benefit increases,Social Policy,0.0,,
2874592,old age pension policy,Social Policy,0.25,,
2874613,member identification,Parliamentary Affairs,0.75,,
2874639,old age pension purchasing power,Social Policy,0.25,,
2874646,women in the public service,Government Operations & Ethics,0.0,,
2874706,revised budgetary position of the government,Economic & Fiscal Policy,0.0,,
2874708,ministerial spending commitments,Government Operations & Ethics,0.25,,
2874713,independent economic forecasting unit,Economic & Fiscal Policy,0.25,,
2874719,Supreme Court ruling on Northwest Territories Indian Brotherhood caveat,Indigenous & Northern Affairs,0.0,,
2874726,meeting with Northwest Territories Indians,Indigenous & Northern Affairs,0.25,,
2874730,land acquisition for airports,Government Operations & Ethics,0.25,,
2874734,defiance of parliamentary law,Parliamentary Affairs,0.5,,
2874762,milk price subsidy policy,Agriculture & Natural Resources,0.0,,
2874766,industrial milk pricing and producer returns,Agriculture & Natural Resources,0.0,,
2874781,departmental naming conventions,Government Operations & Ethics,0.25,,
2874803,glue sniffing public information campaign,Social Policy,0.0,,
2874892,unclear,Parliamentary Affairs,1.0,,
2874940,Opportunities for Youth Program consultations,Social Policy,0.0,,
2874964,starred question on staff accountability,Parliamentary Affairs,0.75,,
