He requested that a committee be appointed. For the same reasons I now ask that the consideration of this bill be left to a special committee.

",Liberal,,Edgar-Rodolphe-Eugène Chevrier,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=ed2c1fcc-9b3d-43e7-8145-ba55cb2d1ab1&Language=E&Section=ALL
726453,ca.proc.d.1925-02-19.18.4,1925-02-19,a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6,ca.m.4552,Hon. HUGH GUTHRIE (South Wellington):,,COPYRIGHT ACT AMENDMENT,,,"Mr. Speaker, my attention was not called to this bill until a moment ago, and I have just had an opportunity of glancing over it very hurriedly. I remember when the bill was before the House some two years ago. At that time I took some interest in it and some part in the discussion, and I think my hon friend (Mr. Chevrier) has correctly quoted me. The opinion which I then held, I still hold, that this, bill deals with one of the most involved and intricate matters that can come up for consid'eration by this parliament. I am quite satisfied that the proper mode of procedure is by a special committee. Personally, I would have no objection whatever

Copyright Act Amendment
to the motion that this bill be referred to a special committee. I see that the very sections which, after a great deal of consideration and much discussion, we enacted two years ago, the present measure seeks now to repeal. I know that as soon as the fact becomes generally known throughout Canada that it is the intention to repeal those sections, many interests which are now d'ormant will take an interest in the matter, and one of them in particular. The effect of the amendment, as I am able to determine it from a mere glance at the provisions, is to change those provisions of our former act which compelled the manufacture of the literary work in the Dominion of Canada. The object of the main section of the former bill was to compel the manufacture or the printing of the literary work in this country under a system of license which was approved by the House at that time. The main object of the present bill is to take away that protection which we then afforded to the printing establishments and printers of this country and to allow authors to have their works printed' in foreign countries and sent into Canada on particularly favourable terms. I do not wish to be one of those who are going to assent to the principle of this bill at present; but subject to that, I think the hon. member who has introduced the bill has taken the proper course in asking that it be referred to a special committee of this House.

",Conservative (1867-1942),,Hugh Guthrie,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6&Language=E&Section=ALL
726454,ca.proc.d.1925-02-19.18.5,1925-02-19,ee55f509-b280-46d5-addb-20aa2913fe21,ca.m.5278,Mr. H. C. HOCKEN (West Toronto):,,COPYRIGHT ACT AMENDMENT,,,"Mr. Speaker, before this bill goes to a committee, I should like the House to understand its significance. As my hon. friend has stated, this bill was passed in 1921, but it was found' that in one particular it infringed the provisions of the Berne convention, so the act was not brought into operation. But in 1923, as you will see if you examine a copy of the bill, certain amendments were made to bring it within the Berne convention. My hon. friend has told the House that the bill bears hardly upon the authors. I do not think he can maintain that position. At the present time a Canadian author who sells his work to a United States publisher must throw in his Canadian rights. Und'er this law he may throw in his Canadian rights, but unless the American publisher publishes the book in Canada, some other publisher may take it and print it; but if he does so, the author must be paid for that. Therefore, if his work is sold to the United States and published on this sid'e by another publisher, the author gets not only his price from the American publisher, but the license fee from the Canadian publisher.

",Conservative (1867-1942),,Horatio Clarence Hocken,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=ee55f509-b280-46d5-addb-20aa2913fe21&Language=E&Section=ALL
726455,ca.proc.d.1925-02-19.18.6,1925-02-19,ed2c1fcc-9b3d-43e7-8145-ba55cb2d1ab1,ca.m.6348,Mr. CHEVRIER:,,COPYRIGHT ACT AMENDMENT,,,"Who controls the price
which he will receive for selling his rights under the license system?

",Liberal,,Edgar-Rodolphe-Eugène Chevrier,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=ed2c1fcc-9b3d-43e7-8145-ba55cb2d1ab1&Language=E&Section=ALL
726456,ca.proc.d.1925-02-19.18.7,1925-02-19,ee55f509-b280-46d5-addb-20aa2913fe21,ca.m.5278,Mr. HOCKEN:,,COPYRIGHT ACT AMENDMENT,,,"I understan5 there is in
