basepk,topic,error
748090,reduction of public works expenditures,
748301,dredging of the port at Victoria Harbour,
748246,Goderich harbour infrastructure development,
748339,Collingwood harbour improvements,
748093,Great Lakes dredging and water levels,
748227,Goderich harbour infrastructure improvements,
748282,dredging of Honey Harbour channel,
748291,government favoritism in public works funding,
748347,Collingwood harbour infrastructure funding allocations,
748412,Oshawa harbour improvements,
748209,harbour infrastructure repairs,
748159,government expenditures on public grain elevators,
748332,fuel costs for salt manufacturing plants,
748369,"construction of a wharf in Midland, Ontario",
748320,coal transportation infrastructure and costs,
748341,Collingwood harbour improvements,
748415,Oshawa harbour infrastructure funding,
748385,harbour dredging and public works expenditure,
748346,Collingwood harbour dredging and breakwater construction,
748380,government harbour construction and maintenance policy,
748365,Leamington harbour improvements,
748345,Collingwood harbour improvements and public expenditure,
747920,illegal cross-border migration into the United States,
748079,deterioration of public dock infrastructure,
748423,development and funding of inland harbours,
748466,construction of grain elevators at Owen Sound,
748682,Southampton harbour dock construction and maintenance,
748454,public works funding for Georgian Bay ports,
748421,harbour dues at Canadian lake ports,
748460,shipbuilding industry support,
748422,imposition of dues at inland harbours,
748686,Saugeen river harbour infrastructure for fishermen,
748755,expropriation of Trenton water lot,
748524,reconstruction of the Desjardins wharf,
748425,user fees for government-funded harbour facilities,
748660,repairs to Manitoulin island wharf,
748601,provincial allocation of public works expenditures,
748560,harbour pier reconstruction and maintenance,
748775,federal funding of local public works,
749034,maintenance of harbour dredging projects,
748594,Port Maitland harbour pier reconstruction,
749007,construction of a fishery harbour in Cape Breton,
748681,Saugeen River harbour and pier reconstruction,
748426,Great Lakes harbour grain transit tolls,
748672,equitable distribution of federal public works spending,
749063,Lunenburg harbour infrastructure improvements,
748691,Southampton pier construction funding,
748879,structural repair of government pier,
749040,harbour dredging and engineering reports,
749025,construction of a harbour in Cape Breton,
748647,department of public works expenditure transparency,
748943,Joggins breakwater maintenance,
749133,Sheet Harbour wharf construction funding,
749180,death of John Douglas Fraser Drummond,
749181,tribute to the late J. D. F. Drummond,
748657,Providence Bay wharf repairs,
749153,Windsor wharf extension and shipping infrastructure,
749198,income tax act marital property exemptions,
749178,Nova Scotia harbour and river public works,
749207,tax on the export of hydroelectric power,
749201,public investment and grain grading in Vancouver,
749208,tax on electricity exports,
749232,qualifications for Auditor General department positions,
748895,construction of a fishing wharf,
749182,tribute to the late J. D. F. Drummond,
749329,dairy produce export grading standards,
748765,Trenton wharf infrastructure improvements,
749330,grading of dairy products,
749292,legislative agenda and outstanding rural policy,
749308,German security negotiations,
749241,armenian immigration application records,
749202,grain grading standards and administration,
749214,Canadian National Railways machinery and personnel transfers,
749307,French reply regarding German security,
749327,butter grading and export regulations,
749286,Imperial Shipping Committee reports on marine insurance,
749254,release of Dr. Beland's war imprisonment records,
749351,butter grading and export regulations,
749354,Dairy Produce Act amendment,
749338,grading standards for dairy produce,
749268,Canada Temperance Act amendment regarding liquor imports,
749279,display of flags on government buildings,
749337,dairy product grading and factory registration,
749291,railway freight rate legislation,
749270,Canada Temperance Act liquor importation regulations,
749362,distribution of parliamentary statutes,
749353,regulation of butter export grading,
749387,definition of canned foods in legislation,
749328,compulsory grading of export butter,
