basepk,topic,category,procedural_score,error_x,error_y
2611110,Combines Investigation Act inquiries,"Justice, Rights & Immigration",0.0,,
2611122,Post Office Department advertising and zoning,Government & Electoral Affairs,0.0,,
2611125,adult occupational training cost settlement,Social Policy,0.0,,
2611134,expropriation of telecommunications assets,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2611143,departmental public relations staff and costs,Government & Electoral Affairs,0.0,,
2611147,passport office staffing and workload,Government & Electoral Affairs,0.0,,
2611156,housing project costs and tenant selection,Social Policy,0.0,,
2611219,Canadian response to Nigerian conflict,Trade & Foreign Affairs,0.0,,
2611262,research and development in Canada,Economy & Public Finance,0.25,,
2611357,official languages and multiculturalism,Government & Electoral Affairs,0.25,,
2611369,official languages act amendment on minority language rights,Government & Electoral Affairs,0.25,,
2611371,official languages and education,Government & Electoral Affairs,0.5,,
2611373,multiculturalism act language provisions,Government & Electoral Affairs,0.25,,
2611374,federal interference in provincial education,Constitutional & Intergovernmental Relations,0.25,,
2611420,powers of the official languages commissioner,Government & Electoral Affairs,0.25,,
2611424,official languages commissioner's administrative function,Government & Electoral Affairs,0.0,,
2611426,commissioner's report and employee rights,Government & Electoral Affairs,0.0,,
2611450,parliamentary procedure on amendments,Parliamentary Procedure,0.75,,
2611470,ethnic composition and civil service employment,Government & Electoral Affairs,0.25,,
2611501,official languages bill debate,Government & Electoral Affairs,0.25,,
2611512,bilingualism in the public service,Government & Electoral Affairs,0.25,,
2611536,official languages employment in public service,Government & Electoral Affairs,0.25,,
2611545,official languages act amendment procedure,Government & Electoral Affairs,0.5,,
2611553,official languages act amendment,Government & Electoral Affairs,0.0,,
2611578,Official Languages Act consultation and amendments,Government & Electoral Affairs,0.25,,
2611587,referral of commissioner's reports to committee,Parliamentary Procedure,0.5,,
2611588,official languages commissioner's reports,Government & Electoral Affairs,0.25,,
2611589,official languages commissioner report to parliament,Government & Electoral Affairs,0.25,,
2611597,Official Languages Act administration and reporting,Government & Electoral Affairs,0.25,,
2611657,gas export prices and regulation,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2611681,housing finance and bank relations,Economy & Public Finance,0.0,,
2611729,Canadian wheat sale to Peru,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2611784,air traffic control recruitment and equipment,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2611789,Speaker's ruling on notice of motion procedure,Parliamentary Procedure,0.75,,
2611852,railway box car allocation for grain transport,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2611912,National Energy Board export licences,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2611973,official languages act amendment,Government & Electoral Affairs,0.25,,
2611976,official languages act investigation procedure,Government & Electoral Affairs,0.0,,
2611980,official languages act amendment,Government & Electoral Affairs,0.25,,
2611984,official languages act amendment on appeals,Government & Electoral Affairs,0.25,,
2611995,joint parliamentary committee on income tax reform,Taxation,0.25,,
2612006,Public Service Employment Act language provisions,Government & Electoral Affairs,0.0,,
2612012,public service recruitment and merit principle,Government & Electoral Affairs,0.25,,
2612014,merit principle in public service employment act,Government & Electoral Affairs,0.0,,
2612019,merit principle in public service employment,Government & Electoral Affairs,0.25,,
2612033,"merit principle for public service, RCMP, armed forces",Government & Electoral Affairs,0.25,,
2612035,official languages in public service,Government & Electoral Affairs,0.25,,
2612047,university recruitment program applications and appointments,Government & Electoral Affairs,0.0,,
2612138,official languages in public service appointments,Government & Electoral Affairs,0.0,,
2612140,public service language training and recruitment,Government & Electoral Affairs,0.25,,
2612146,official languages bill implementation,Government & Electoral Affairs,0.25,,
2612151,constitutionality of official languages bill,Government & Electoral Affairs,0.5,,
2612152,constitutionality of the bill,Government & Electoral Affairs,0.5,,
2612156,admissibility of amendments at third reading,Parliamentary Procedure,0.75,,
2612157,parliamentary procedure on bill readings,Parliamentary Procedure,0.75,,
2612158,amendment scope on third reading,Parliamentary Procedure,0.75,,
2612159,admissibility of a reasoned amendment at third reading,Parliamentary Procedure,0.75,,
2612161,bilingualism and biculturalism commission report,Government & Electoral Affairs,0.25,,
2612344,question of privilege regarding report availability,Parliamentary Procedure,0.75,,
2612353,collective bargaining agreement interpretation,Economy & Public Finance,0.0,,
2612357,adjournment motion under standing order 26,Parliamentary Procedure,0.75,,
2612391,Post Office Department service improvements,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2612426,Canada Council grants for Tamarack Review,Government & Electoral Affairs,0.0,,
2612429,Elyroy Company Ltd. agreements with Department of Transport,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2612430,airport land management agreements,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2612436,federal tax revenue forecasting methods,Taxation,0.0,,
2612441,appointment of Mr. Dumas to Public Service,Government & Electoral Affairs,0.0,,
2612447,Auditor General Act,Government & Electoral Affairs,0.0,,
2612457,Canadian National (West Indies) Steamships Limited payment,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2612464,St. Lawrence Seaway and Welland Canal operating costs and revenues,"Sectoral Policy: Resources, Agriculture & Transport",0.0,,
2612470,post office department expenditures and publications,Government & Electoral Affairs,0.0,,
2612472,Canada Council applicant citizenship requirements,Government & Electoral Affairs,0.0,,
2612473,Canada Council fellowship eligibility requirements,Government & Electoral Affairs,0.0,,
2612478,Don Messer cancellation mail and calls,Government & Electoral Affairs,0.0,,
2612488,federal grants for immigrant language instruction,Social Policy,0.0,,
2612494,assistance to workers affected by unprofitable operations,Economy & Public Finance,0.0,,
2612495,regional economic expansion and public works,Economy & Public Finance,0.0,,
2612504,federal assistance for provincial studies,Constitutional & Intergovernmental Relations,0.0,,
2612509,CBC newscast availability and Prince Edward Island ports,Government & Electoral Affairs,0.5,,
2612513,dogfish harvesting and fisheries regulations,"Sectoral Policy: Resources, Agriculture & Transport",0.1,,
2612514,Canada-Japan dogfish fishery discussions,Trade & Foreign Affairs,0.0,,
2612517,tax reform and exemptions,Taxation,0.25,,
2612553,bilingualism in public service,Government & Electoral Affairs,0.25,,
2612570,bilingualism in the civil service,Government & Electoral Affairs,0.1,,
2612572,Official Languages Act debate,Government & Electoral Affairs,0.25,,
2612576,official languages act amendments,Government & Electoral Affairs,0.5,,
2612579,bilingualism in the public service,Government & Electoral Affairs,0.25,,
2612583,bilingual public servants and language proficiency,Government & Electoral Affairs,0.25,,
2612591,bilingualism in public service employment,Government & Electoral Affairs,0.25,,
2612599,official languages policy and national unity,Constitutional & Intergovernmental Relations,0.25,,
2612600,constitutionality of official languages bill,Government & Electoral Affairs,0.25,,
2612602,constitutional interpretation of section 133 BNA Act,Constitutional & Intergovernmental Relations,0.25,,
2612634,amendments to standing orders on time allocation,Parliamentary Procedure,0.75,,
2612647,committee instructions on reporting to House,Parliamentary Procedure,0.5,,
2612649,committee procedure and minister's conflicting motions,Parliamentary Procedure,0.75,,
2612651,parliamentary procedure and committee work,Parliamentary Procedure,0.75,,
2612654,anticipation and priority of motions,Parliamentary Procedure,0.75,,
2612658,concurrence in committee report,Parliamentary Procedure,0.75,,
2612664,anticipation rule and order of business,Parliamentary Procedure,0.75,,
2612684,strengthening parliamentary committees,Parliamentary Procedure,0.25,,
2612686,government's duty to lead the house,Parliamentary Procedure,0.5,,
2612688,committee reports and minority reports,Parliamentary Procedure,0.5,,
2612693,anticipation rule and committee report consideration,Parliamentary Procedure,0.75,,
2612709,Speaker's ruling on anticipation rule,Parliamentary Procedure,0.75,,
2612710,point of order on standing order 16a and 75a,Parliamentary Procedure,0.75,,
2612715,allocation of time procedure,Parliamentary Procedure,0.75,,
2612716,parliamentary rules on reconsideration of motions,Parliamentary Procedure,0.75,,
2612723,old age security pension cost of living adjustment,Social Policy,0.0,,
2612728,old age pensions and social welfare legislation,Social Policy,0.25,,
2612732,old age pension eligibility age,Social Policy,0.0,,
2612736,dairy farmers' subsidy holdback,"Sectoral Policy: Resources, Agriculture & Transport",0.25,,
2612739,federal-provincial health care initiatives,Social Policy,0.0,,
2612742,standing orders debate procedure,Parliamentary Procedure,0.75,,
2612764,resumption of debate on negatived motion,Parliamentary Procedure,0.75,,
2612765,point of order on motion admissibility,Parliamentary Procedure,0.75,,
2612779,validity of house rules under BNA Act,Parliamentary Procedure,0.75,,
2612781,parliamentary procedure and constitutional law,Parliamentary Procedure,0.5,,
2612783,standing orders and colonial laws validity act,Parliamentary Procedure,0.75,,
2612784,parliamentary privilege and standing orders,Parliamentary Procedure,0.5,,
2612785,Speaker ruling on constitutional questions,Parliamentary Procedure,0.75,,
2612804,parliamentary procedure and opposition strategy,Parliamentary Procedure,0.5,,
2612806,proposed standing orders on time allocation,Parliamentary Procedure,0.5,,
2612808,proposed rule 75b and 75c interpretation,Parliamentary Procedure,0.75,,
2612811,amendment to standing order 75c on debate length,Parliamentary Procedure,0.75,,
2612818,parliamentary procedure and time allocation,Parliamentary Procedure,0.5,,
2612825,parliamentary procedure on debate and closure,Parliamentary Procedure,0.75,,
2612827,parliamentary procedure on report stage debate,Parliamentary Procedure,0.75,,
2612829,parliamentary procedure and debate limits,Parliamentary Procedure,0.5,,
2612836,parliamentary control over government supply,Parliamentary Procedure,0.25,,
2612846,parliamentary debate time allocation,Parliamentary Procedure,0.75,,
2612848,reconsideration of standing order 75c,Parliamentary Procedure,0.75,,
2612850,parliamentary procedure and time allocation,Parliamentary Procedure,0.75,,
2612852,amending the B.N.A. Act language provisions,Constitutional & Intergovernmental Relations,0.25,,
2612854,parliamentary procedure and free speech,Parliamentary Procedure,0.75,,
2612856,parliamentary rules on time allocation,Parliamentary Procedure,0.5,,
2612860,time limits on debate in bills,Parliamentary Procedure,0.5,,
2612862,time allocation for parliamentary debate,Parliamentary Procedure,0.75,,
