basepk,category,error
837584,Trade,
837523,Trade,
837267,Other,
837515,Trade,
837542,Trade,
837282,Other,
837454,Other,
837588,Trade,
837471,Trade,
837571,Trade,
837577,Trade,
837602,Trade,
837569,Trade,
837613,Other,
837595,Trade,
837632,Immigration,
837278,Other,
837565,Trade,
837628,Other,
837266,Other,
837268,Other,
837586,Trade,
837591,Trade,
837621,Infrastructure,
837629,Income and Tax,
837638,Trade,
837624,Education,
837614,Other,
837285,Other,
837656,Other,
837674,Infrastructure,
837675,Infrastructure,
837288,Other,
837691,Infrastructure,
837284,Other,
837704,Infrastructure,
837270,Other,
837775,Infrastructure,
837676,Infrastructure,
837765,Infrastructure,
837387,Trade,
837293,Trade,
837742,Infrastructure,
837716,Infrastructure,
837265,Other,
837698,Infrastructure,
837330,Trade,
837723,Infrastructure,
837715,Infrastructure,
837835,Infrastructure,
837763,Infrastructure,
837741,Infrastructure,
837283,Other,
837872,Other,
837784,Infrastructure,
837764,Infrastructure,
837831,Infrastructure,
837774,Infrastructure,
837898,Other,
837744,Infrastructure,
837773,Infrastructure,
837852,Infrastructure,
837731,Infrastructure,
837740,Infrastructure,
837927,Infrastructure,
837850,Infrastructure,
837782,Infrastructure,
837727,Infrastructure,
837722,Infrastructure,
837751,Infrastructure,
837289,Other,
837964,Infrastructure,
837766,Infrastructure,
837856,Infrastructure,
837981,Infrastructure,
837966,Infrastructure,
837369,Trade,
837490,Trade,
837880,Other,
837926,Infrastructure,
837208,Infrastructure,
837739,Infrastructure,
837316,Trade,
837999,Infrastructure,
837977,Infrastructure,
837843,Infrastructure,
837706,Infrastructure,
837975,Infrastructure,
837821,Infrastructure,
838002,Infrastructure,
837985,Infrastructure,
837904,Infrastructure,
837470,Trade,
837910,Other,
837998,Infrastructure,
837969,Infrastructure,
837968,Infrastructure,
837496,Trade,
837987,Infrastructure,
837844,Infrastructure,
838010,Infrastructure,
838001,Infrastructure,
838008,Infrastructure,
837907,Infrastructure,
838014,Infrastructure,
838026,Infrastructure,
838085,Infrastructure,
838024,Infrastructure,
837286,Other,
838046,Infrastructure,
838079,Infrastructure,
838030,Infrastructure,
837803,Infrastructure,
838045,Infrastructure,
838022,Infrastructure,
838092,Infrastructure,
838185,Infrastructure,
837299,Trade,
838108,Infrastructure,
838175,Infrastructure,
838133,Infrastructure,
838153,Infrastructure,
838217,Infrastructure,
838107,Infrastructure,
838159,Infrastructure,
838091,Infrastructure,
838161,Infrastructure,
838116,Infrastructure,
837374,Other,
838145,Infrastructure,
838352,Infrastructure,
838228,Infrastructure,
838229,Infrastructure,
838211,Infrastructure,
838353,Infrastructure,
838207,Infrastructure,
838170,Infrastructure,
838141,Infrastructure,
838360,Other,
838117,Infrastructure,
838327,Other,
838204,Infrastructure,
838323,Other,
838372,Other,
838281,Other,
838278,Other,
838255,Infrastructure,
838393,Other,
838406,Other,
838215,Infrastructure,
837759,Infrastructure,
838284,Other,
838071,Infrastructure,
838165,Infrastructure,
838392,Other,
838356,Other,
838270,Budget,
838063,Infrastructure,
838365,Other,
838405,Other,
838410,Other,
838409,Other,
838375,Other,
838427,Infrastructure,
838431,Infrastructure,
838084,Infrastructure,
838401,Other,
838433,Infrastructure,
838448,Infrastructure,
838062,Infrastructure,
838394,Other,
838086,Infrastructure,
838373,Other,
838438,Infrastructure,
838435,Infrastructure,
838447,Infrastructure,
838462,Infrastructure,
838450,Infrastructure,
837334,Trade,
838452,Infrastructure,
838460,Infrastructure,
838465,Infrastructure,
838458,Infrastructure,
838466,Infrastructure,
838434,Infrastructure,
837313,Trade,
838482,Infrastructure,
838481,Infrastructure,
838488,Other,
838472,Infrastructure,
838470,Infrastructure,
838464,Infrastructure,
838587,Other,
838588,Other,
838469,Infrastructure,
838483,Infrastructure,
838585,Other,
838590,Other,
838467,Infrastructure,
838468,Infrastructure,
838643,Infrastructure,
838628,Infrastructure,
838686,Other,
838624,Infrastructure,
837300,Trade,
838599,Other,
838594,Infrastructure,
838703,Infrastructure,
838680,Infrastructure,
838636,Infrastructure,
838537,Other,
838610,Infrastructure,
838549,Other,
838687,Other,
838684,Other,
838553,Other,
838626,Infrastructure,
838674,Infrastructure,
838542,Other,
838843,Trade,
838646,Infrastructure,
838723,Infrastructure,
838623,Infrastructure,
838685,Other,
838516,Other,
838809,Other,
838829,Other,
838621,Infrastructure,
838645,Infrastructure,
838634,Infrastructure,
838630,Infrastructure,
838641,Infrastructure,
838655,Infrastructure,
838833,Other,
838622,Infrastructure,
838742,Infrastructure,
838807,Other,
838772,Other,
838754,Education,
838794,Other,
838851,Trade,
838736,Immigration,
838463,Infrastructure,
838854,Other,
838811,Other,
838789,Other,
838822,Other,
838752,Education,
838657,Infrastructure,
838656,Infrastructure,
838804,Other,
838853,Trade,
838849,Other,
838788,Other,
838859,Other,
838810,Other,
838874,Other,
838873,Other,
838858,Other,
838883,Other,
838887,Other,
838875,Other,
838891,Other,
838897,Other,
838878,Other,
838896,Other,
838904,Other,
838921,Other,
838899,Other,
838936,Other,
838919,Other,
838028,Infrastructure,
838885,Other,
838954,Trade,
838929,Other,
838963,Trade,
838969,Trade,
838957,Other,
839059,Other,
839084,Other,
839019,Trade,
839063,Other,
839034,Trade,
838935,Other,
839015,Trade,
839102,Other,
839066,Other,
838930,Other,
839052,Trade,
839073,Other,
839064,Other,
838976,Other,
838955,Other,
839021,Other,
838967,Other,
838984,Other,
839062,Other,
838940,Other,
839158,Trade,
839226,Trade,
839103,Other,
838986,Other,
839146,Other,
839098,Other,
839143,Trade,
839104,Other,
839151,Other,
839027,Other,
839020,Trade,
839070,Other,
839167,Other,
838751,Education,
839051,Other,
839144,Other,
839033,Trade,
839168,Trade,
839133,Other,
839157,Other,
838852,Other,
839076,Other,
839039,Other,
839023,Other,
839237,Other,
839016,Trade,
839199,Trade,
839126,Other,
839178,Trade,
839025,Other,
839192,Trade,
839249,Other,
839203,Trade,
839230,Other,
839169,Trade,
839240,Other,
839236,Other,
839189,Trade,
839231,Other,
839177,Other,
838988,Trade,
839239,Other,
839258,Other,
839241,Other,
839099,Trade,
839289,International relations,
839301,International relations,
839260,Other,
839324,Infrastructure,
839266,Other,
839336,Infrastructure,
839335,Infrastructure,
839325,Infrastructure,
839444,Other,
839311,Other,
839381,Other,
839349,Health care,
839340,Infrastructure,
839378,Other,
839344,Infrastructure,
839331,Infrastructure,
839397,Other,
839457,Infrastructure,
839347,Infrastructure,
839400,Other,
839485,Infrastructure,
839442,Infrastructure,
839450,Infrastructure,
839465,Infrastructure,
839446,Budget,
839388,Other,
839479,Infrastructure,
839377,Other,
839477,Infrastructure,
839389,Other,
839392,Other,
839500,Infrastructure,
839393,Other,
839453,Infrastructure,
839478,Infrastructure,
839463,Infrastructure,
839508,Budget,
839491,Infrastructure,
839452,Infrastructure,
839408,Other,
839503,Infrastructure,
839438,Budget,
839467,Infrastructure,
839370,Other,
839540,Infrastructure,
839410,Other,
839495,Infrastructure,
838043,Infrastructure,
839504,Infrastructure,
839487,Infrastructure,
839510,Infrastructure,
839509,Infrastructure,
839399,Other,
839468,Infrastructure,
839497,Infrastructure,
839581,Other,
839507,Infrastructure,
839521,Infrastructure,
839514,Infrastructure,
839595,Infrastructure,
839520,Health care,
839603,Infrastructure,
839563,Other,
839518,Infrastructure,
839517,Infrastructure,
839516,Infrastructure,
839461,Infrastructure,
839609,Infrastructure,
839451,Infrastructure,
839634,Infrastructure,
839560,Income and Tax,
839515,Infrastructure,
839551,Infrastructure,
839578,Other,
839562,Other,
839668,Other,
839402,Other,
839568,Trade,
839656,Trade,
839681,Infrastructure,
839640,Infrastructure,
839718,Infrastructure,
839714,Infrastructure,
839686,Infrastructure,
839700,Infrastructure,
839698,Infrastructure,
839646,Other,
839702,Infrastructure,
839751,Infrastructure,
839723,Infrastructure,
839692,Infrastructure,
839704,Infrastructure,
839726,Infrastructure,
839687,Infrastructure,
839680,Infrastructure,
839763,Infrastructure,
839736,Infrastructure,
839728,Infrastructure,
839735,Infrastructure,
839740,Infrastructure,
839750,Infrastructure,
839455,Infrastructure,
839744,Infrastructure,
839828,Infrastructure,
839787,Infrastructure,
839825,Infrastructure,
839713,Infrastructure,
839767,Infrastructure,
839839,Infrastructure,
839789,Infrastructure,
839665,Other,
839810,Infrastructure,
839795,Infrastructure,
839836,Infrastructure,
839722,Infrastructure,
839804,Infrastructure,
839780,Infrastructure,
839878,Other,
839753,Infrastructure,
839788,Infrastructure,
839799,Budget,
839807,Infrastructure,
839800,Infrastructure,
839851,Infrastructure,
840008,Infrastructure,
839826,Infrastructure,
839819,Infrastructure,
839933,Infrastructure,
839857,Infrastructure,
839860,Other,
839872,Trade,
839906,Other,
839936,Infrastructure,
839895,Health care,
839837,Infrastructure,
839815,Infrastructure,
839910,Other,
839961,Infrastructure,
840000,Infrastructure,
840012,Infrastructure,
839939,Infrastructure,
839909,Other,
840024,Infrastructure,
839934,Infrastructure,
840043,Infrastructure,
839937,Infrastructure,
839908,Other,
840039,Infrastructure,
839850,Infrastructure,
840006,Infrastructure,
840060,Infrastructure,
840030,Infrastructure,
840075,Infrastructure,
840058,Infrastructure,
840090,Infrastructure,
840073,Infrastructure,
839797,Budget,
840135,Infrastructure,
840098,Infrastructure,
840092,Infrastructure,
840124,Infrastructure,
840099,Infrastructure,
840126,Infrastructure,
840140,Infrastructure,
840094,Infrastructure,
840167,Infrastructure,
840151,Infrastructure,
840139,Infrastructure,
840141,Infrastructure,
840231,Infrastructure,
840235,Infrastructure,
840132,Infrastructure,
840233,Infrastructure,
840207,Infrastructure,
840155,Infrastructure,
840181,Infrastructure,
840263,Infrastructure,
840267,Infrastructure,
840192,Infrastructure,
840286,Infrastructure,
840257,Infrastructure,
840276,Infrastructure,
840147,Infrastructure,
840283,Infrastructure,
840247,Infrastructure,
840285,Infrastructure,
840269,Infrastructure,
840252,Infrastructure,
840275,Infrastructure,
840325,Infrastructure,
840264,Infrastructure,
840184,Infrastructure,
840109,Infrastructure,
840322,Infrastructure,
840288,Infrastructure,
840188,Infrastructure,
840330,Infrastructure,
840254,Infrastructure,
840296,Infrastructure,
840326,Infrastructure,
840317,Infrastructure,
840337,Infrastructure,
840265,Infrastructure,
840261,Infrastructure,
840429,Infrastructure,
840315,Infrastructure,
837702,Infrastructure,
840331,Infrastructure,
840428,Infrastructure,
840446,Infrastructure,
840364,Infrastructure,
840401,Infrastructure,
840430,Infrastructure,
840404,Infrastructure,
840424,Infrastructure,
840400,Infrastructure,
840251,Infrastructure,
840451,Infrastructure,
840287,Infrastructure,
840412,Infrastructure,
840453,Infrastructure,
840459,Infrastructure,
840473,Infrastructure,
840472,Infrastructure,
840343,Infrastructure,
840464,Infrastructure,
840498,Health care,
840496,Health care,
840454,Infrastructure,
840418,Infrastructure,
840433,Infrastructure,
840505,Health care,
840479,Infrastructure,
840535,Health care,
840273,Infrastructure,
840566,Health care,
840272,Infrastructure,
840527,Health care,
840525,Health care,
840549,Health care,
840422,Infrastructure,
840448,Infrastructure,
840520,Health care,
840557,Wartime,
840470,Infrastructure,
840586,Wartime,
840580,Health care,
840576,Wartime,
840598,Wartime,
840559,Health care,
840777,Other,
840584,Wartime,
840591,Wartime,
840594,Wartime,
840635,Health care,
840715,Other,
840629,Wartime,
840674,Other,
840551,Wartime,
840681,Other,
840658,Other,
840672,Other,
840780,Other,
840583,Wartime,
840581,Wartime,
840757,Other,
840775,Other,
840725,Other,
840678,Other,
840785,Other,
840768,Other,
840593,Wartime,
840772,Other,
840724,Other,
840710,Other,
840717,Other,
840844,Other,
840813,Other,
840856,Other,
840679,Other,
840799,Other,
840794,Other,
840797,Other,
840637,Other,
840860,Other,
840881,Immigration,
840834,Other,
840759,Other,
840735,Other,
840889,Immigration,
840832,Other,
840836,Other,
840852,Other,
840910,Infrastructure,
840842,Other,
840943,Infrastructure,
840887,Immigration,
840862,Other,
840835,Other,
840831,Other,
840829,Other,
840903,Infrastructure,
840823,Other,
840840,Other,
840883,Immigration,
840884,Immigration,
840781,Other,
840928,Other,
840941,Infrastructure,
840925,Infrastructure,
840964,Infrastructure,
840929,Infrastructure,
840939,Infrastructure,
840963,Other,
840986,Infrastructure,
840969,Other,
841017,Other,
840927,Other,
841043,Immigration,
841055,Immigration,
841049,Immigration,
841041,Immigration,
841033,Other,
841206,Immigration,
841269,Immigration,
841072,Immigration,
841124,Immigration,
841093,Immigration,
841051,Immigration,
841064,Immigration,
841061,Immigration,
841130,Immigration,
841066,Immigration,
841074,Immigration,
841114,Immigration,
841275,Immigration,
841251,Immigration,
841264,Immigration,
841262,Immigration,
841233,Immigration,
841070,Immigration,
841229,Immigration,
841277,Immigration,
841250,Immigration,
841243,Immigration,
841202,Immigration,
841210,Immigration,
841190,Immigration,
841315,Immigration,
841297,Immigration,
841293,Immigration,
841351,Immigration,
841059,Immigration,
841266,Immigration,
841344,Immigration,
841367,Immigration,
841291,Immigration,
841467,Immigration,
841402,Immigration,
841376,Immigration,
841309,Immigration,
841431,Immigration,
841231,Immigration,
841331,Other,
841212,Immigration,
841443,Immigration,
841204,Immigration,
841311,Immigration,
841517,Immigration,
841449,Immigration,
841334,Immigration,
841470,Immigration,
841349,Immigration,
841347,Immigration,
841509,Immigration,
841550,Other,
841524,Immigration,
841475,Immigration,
841469,Immigration,
841445,Immigration,
841325,Other,
841353,Immigration,
841567,Immigration,
841543,Immigration,
841146,Immigration,
841419,Immigration,
841595,Immigration,
841575,Immigration,
841643,Immigration,
841526,Immigration,
841597,Immigration,
841660,Immigration,
841565,Immigration,
841612,Immigration,
841444,Immigration,
841616,Immigration,
841664,Immigration,
841618,Immigration,
841673,Immigration,
841671,Immigration,
841650,Immigration,
841672,Immigration,
841678,Immigration,
841718,Immigration,
841709,Immigration,
841710,Immigration,
841685,Immigration,
841769,Infrastructure,
841686,Immigration,
841715,Immigration,
841753,Other,
841756,Other,
841770,Infrastructure,
841690,Immigration,
841720,Immigration,
841735,Immigration,
841771,Infrastructure,
841701,Immigration,
841703,Immigration,
841717,Immigration,
841711,Immigration,
841777,Infrastructure,
841695,Immigration,
841731,Immigration,
841793,Immigration,
841810,Immigration,
841807,Immigration,
841513,Immigration,
841809,Immigration,
841783,Infrastructure,
841726,Immigration,
841798,Immigration,
841730,Immigration,
841795,Immigration,
841789,Immigration,
841869,Infrastructure,
841817,Immigration,
841845,Immigration,
844638,Budget,
841870,Immigration,
844654,Infrastructure,
841852,Immigration,
841836,Immigration,
841812,Immigration,
844655,Infrastructure,
841858,Infrastructure,
841857,Immigration,
841815,Immigration,
844652,Infrastructure,
841880,Immigration,
844642,Infrastructure,
841822,Immigration,
841848,Immigration,
841894,Immigration,
841863,Immigration,
841886,Immigration,
844767,Other,
841895,Immigration,
841887,Immigration,
844751,International relations,
844734,Other,
844679,Infrastructure,
844657,Infrastructure,
841881,Immigration,
844700,Other,
844768,Other,
844717,Health care,
844800,Other,
844763,Other,
844639,Other,
844760,Other,
844764,Other,
844793,Other,
844762,Budget,
844776,Budget,
844651,Infrastructure,
844660,Infrastructure,
844795,Budget,
844806,Other,
844805,Other,
844829,Infrastructure,
844774,Other,
844807,Other,
844792,Other,
844884,Infrastructure,
844835,Infrastructure,
845014,Infrastructure,
845009,Infrastructure,
844892,Infrastructure,
845020,Infrastructure,
844848,Infrastructure,
845028,Infrastructure,
845024,Infrastructure,
845085,Infrastructure,
844840,Infrastructure,
845007,Infrastructure,
845035,Infrastructure,
844849,Budget,
844984,Infrastructure,
845077,Infrastructure,
845005,Infrastructure,
845106,Infrastructure,
845057,Infrastructure,
844973,Infrastructure,
845069,Budget,
845047,Infrastructure,
844890,Infrastructure,
845115,Trade,
