basepk,chunk_index,topic,category,procedural_score,error_x,error_y
2633682,0,transfer of CNR positions from Belleville to Montreal,Trade & Industry,0.0,,
2633682,1,railway employees relocation,Trade & Industry,0.0,,
2633682,2,job security and relocation of employees,Trade & Industry,0.0,,
2633682,3,CNR employee relocation and public relations,Trade & Industry,0.0,,
2633682,4,CNR employee relocation concerns,Trade & Industry,0.0,,
2633714,0,air traffic controllers agreement ratification,Trade & Industry,0.0,,
2633753,0,wheat board and barter transactions,Agriculture & Natural Resources,0.0,,
2633762,0,block system and bushel quota,Agriculture & Natural Resources,0.25,,
2633770,0,farm income support,Agriculture & Natural Resources,0.0,,
2633821,0,grants for city projects,Government Operations & Ethics,0.0,,
2633869,0,US anti-dumping duties on Canadian potash,Trade & Industry,0.0,,
2633879,0,question period and roster system,Parliamentary Affairs,0.75,,
2633891,0,question period,Parliamentary Affairs,0.75,,
2633909,0,assistance for saltfish fishermen,Agriculture & Natural Resources,0.25,,
2633987,0,attracting foreign investment capital,Trade & Industry,0.0,,
2633987,1,capital gains tax and economic growth,Economic & Fiscal Policy,0.25,,
2633987,2,capital availability and savings incentives,Economic & Fiscal Policy,0.0,,
2633987,3,estate and gift taxes on capital gains,Economic & Fiscal Policy,0.0,,
2633987,4,taxation measures and inflation,Economic & Fiscal Policy,0.0,,
2633987,5,foreign investment and taxation policy,Trade & Industry,0.0,,
2633987,6,taxation reform and economic effects,Economic & Fiscal Policy,0.0,,
2633987,7,tax reform white paper recommendations,Economic & Fiscal Policy,0.25,,
2633987,8,white paper's effect on businesses,Economic & Fiscal Policy,0.0,,
2633995,0,white paper social needs exemptions,Social Policy,0.0,,
2633995,1,taxation system employment expenses deduction,Economic & Fiscal Policy,0.0,,
2633995,2,taxation of moving expenses for employees,Economic & Fiscal Policy,0.0,,
2633995,3,income tax deductions for personal living expenses,Economic & Fiscal Policy,0.0,,
2633995,4,deductions for moving employees,Economic & Fiscal Policy,0.0,,
2633995,5,deductions for personal expenses above maximum,Economic & Fiscal Policy,0.0,,
2633995,6,deductions for employment and business income,Economic & Fiscal Policy,0.0,,
2633995,7,expense allowance deductibility for employees,Economic & Fiscal Policy,0.0,,
2633995,8,tax reform and construction exemptions,Economic & Fiscal Policy,0.0,,
2633995,9,basic exemption for fixed incomes and low pensions,Economic & Fiscal Policy,0.0,,
2633995,10,tax reform for employment expenses and basic exemption,Economic & Fiscal Policy,0.0,,
2634063,0,invitation to spend time with speaker,Parliamentary Affairs,0.75,,
2634083,0,adjournment of the house,Parliamentary Affairs,0.75,,
2634088,0,adjournment motion,Parliamentary Affairs,0.75,,
2634092,0,Christmas and New Year wishes,Parliamentary Affairs,0.75,,
2634141,0,CBC sports telecasts and sponsorship,Trade & Industry,0.0,,
2634185,0,federal water resource management,Agriculture & Natural Resources,0.0,,
2634211,0,farm and fisheries loan applications,Agriculture & Natural Resources,0.0,,
2634223,0,DDT imports and production statistics,Agriculture & Natural Resources,0.0,,
2634235,0,consultation on regional development incentives,Economic & Fiscal Policy,0.0,,
2634238,0,regional development incentives act consultation,Economic & Fiscal Policy,0.0,,
2634251,0,Toronto Post Office pilot experiment costs,Government Operations & Ethics,0.0,,
2634251,1,electronic data input devices for timekeeping,Government Operations & Ethics,0.0,,
2634289,0,garbage dumps and golf club lease on Caughnawaga reserve,Indigenous & Northern Affairs,0.0,,
2634418,0,CNR representations and CTC authority,Trade & Industry,0.25,,
2634486,0,labour negotiations on Vancouver waterfront,Trade & Industry,0.25,,
2634489,0,right to strike,Trade & Industry,0.0,,
2634500,0,legality of Devco plan,Economic & Fiscal Policy,0.25,,
2634502,0,unemployment insurance commission and Devco arrangements,Social Policy,0.25,,
2634549,0,International Development Research Centre committee,Government Operations & Ethics,0.25,,
2634553,0,Chinese interpreter services for immigration,"Justice, Rights & Immigration",0.25,,
2634557,0,CNR passenger train safety,Trade & Industry,0.0,,
2634601,0,adjournment motion on Biafra,Foreign Affairs & Defence,0.75,,
2634623,0,Canadian action on Nigeria-Biafra,Foreign Affairs & Defence,0.0,,
2634632,0,food distribution after war,Foreign Affairs & Defence,0.0,,
2634677,0,Prices and Incomes Commission restraints,Economic & Fiscal Policy,0.0,,
2634679,0,Prices and Incomes Commission restraints,Economic & Fiscal Policy,0.0,,
2634679,1,unemployment rate and government support,Economic & Fiscal Policy,0.0,,
2634731,0,copper price increase contingency,Economic & Fiscal Policy,0.25,,
2634740,0,copper price increase by Noranda Company,Economic & Fiscal Policy,0.0,,
2634746,0,copper producers and price increase,Economic & Fiscal Policy,0.0,,
2634760,0,grain movement at the Lakehead,Agriculture & Natural Resources,0.0,,
2634811,0,collective bargaining and pay adjustments,Economic & Fiscal Policy,0.0,,
2634812,0,minister of supply and services pay dispute,Government Operations & Ethics,0.5,,
2634853,0,Post Office Crown corporation implementation,Government Operations & Ethics,0.25,,
2634990,0,machine translation research,Government Operations & Ethics,0.0,,
2634990,1,machine translation and bilingualism in education,Government Operations & Ethics,0.0,,
2635105,0,public works construction and repair costs,Government Operations & Ethics,0.0,,
2635105,1,harbour and post office improvements,Government Operations & Ethics,0.0,,
2635127,0,acquisition of land for national park,Agriculture & Natural Resources,0.0,,
2635139,0,direct line telephones in post offices,Government Operations & Ethics,0.0,,
2635142,0,motor vehicle thefts and recoveries in western provinces,"Justice, Rights & Immigration",0.0,,
2635184,0,DDT substitutes for farmers,Agriculture & Natural Resources,0.0,,
2635184,1,DDT substitutes for insecticide purposes,Agriculture & Natural Resources,0.0,,
2635301,0,Nigeria accepting outside aid,Foreign Affairs & Defence,0.5,,
2635305,0,takeover of Canadian Coachways by Greyhound,Trade & Industry,0.0,,
2635316,0,question period procedure,Parliamentary Affairs,0.75,,
2635366,0,increase in federal superannuates and CNR pensions,Social Policy,0.0,,
2635417,0,Devco pension legislation,Social Policy,0.25,,
2635487,0,economic power of multinational corporations,Trade & Industry,0.0,,
2635487,1,international corporate operations and regulation,Trade & Industry,0.0,,
2635529,0,crude petroleum export tariffs,Agriculture & Natural Resources,0.25,,
2635578,0,question of privilege regarding advertising claims,Parliamentary Affairs,0.75,,
2635605,0,federal support for Olympic bids,Government Operations & Ethics,0.0,,
2635606,0,notice of questions for debate,Parliamentary Affairs,0.75,,
2635704,0,amendment criteria for second reading,Parliamentary Affairs,0.5,,
2635704,1,reasoned amendment to bill principle,Parliamentary Affairs,0.75,,
2635704,2,second reading and referral of Bill C-144,Parliamentary Affairs,0.5,,
2635704,3,financial recommendation for money bills,Parliamentary Affairs,0.25,,
2635704,4,reasoned amendment to a bill,Parliamentary Affairs,0.5,,
2635704,5,water resources management and provincial co-operation,Intergovernmental & Constitutional Affairs,0.0,,
2635704,6,water resources management and conservation,Agriculture & Natural Resources,0.25,,
2635704,7,appropriations for expenditures by minister,Parliamentary Affairs,0.25,,
2635704,8,reasoned amendment to a bill,Parliamentary Affairs,0.75,,
2635704,9,amendment to bill on second reading,Parliamentary Affairs,0.5,,
2635740,0,private insurance company bills,Parliamentary Affairs,0.25,,
2635740,1,amendments to Canada Corporations Act,Trade & Industry,0.25,,
2635816,0,retail interest charges on charge accounts,Economic & Fiscal Policy,0.0,,
2635967,0,legal action against Nova Scotia for heavy water contract default,Trade & Industry,0.0,,
2636035,0,point of order on preamble wording,Parliamentary Affairs,0.75,,
2636035,1,authenticity of English and French statutes,Parliamentary Affairs,0.5,,
2636035,2,disagreement on bill wording,Parliamentary Affairs,0.75,,
2636042,0,point of order on bill wording,Parliamentary Affairs,0.75,,
2636079,0,question of privilege regarding CBC broadcast,Parliamentary Affairs,0.75,,
2636079,1,CBC broadcast on Nigeria-Biafra dispute,Foreign Affairs & Defence,0.25,,
2636106,0,Arctic sovereignty and vessel regulation,Foreign Affairs & Defence,0.25,,
2636119,0,parliamentary procedure and citations,Parliamentary Affairs,0.75,,
2636217,0,tax structure committee report,Economic & Fiscal Policy,0.25,,
2636221,0,public conference documents and provincial agreements,Intergovernmental & Constitutional Affairs,0.25,,
2636236,0,rollback of farm implement price increase,Agriculture & Natural Resources,0.0,,
2636275,0,entry of Cohn-Bendit into Canada,"Justice, Rights & Immigration",0.25,,
2636280,0,meeting on Biafran region developments,Foreign Affairs & Defence,0.25,,
2636307,0,National Film Board expenses and layoffs,Government Operations & Ethics,0.0,,
2636325,0,supplementary white paper on finance,Economic & Fiscal Policy,0.25,,
2636351,0,offsetting unemployment in Newfoundland and Atlantic Canada,Social Policy,0.25,,
2636371,0,abolition and reconstitution of the Senate,Intergovernmental & Constitutional Affairs,0.25,,
2636371,1,senate as survivor of predemocratic age,Intergovernmental & Constitutional Affairs,0.0,,
2636371,2,Senate representation by profession,Intergovernmental & Constitutional Affairs,0.0,,
2636371,3,senate directors' conflicts of interest,Government Operations & Ethics,0.25,,
2636371,4,Senate conflicts of interest and bank charters,Government Operations & Ethics,0.0,,
2636371,5,Senate appointments and partisan politics,Government Operations & Ethics,0.25,,
2636371,6,appointments to the Senate,Parliamentary Affairs,0.25,,
2636422,0,propriety of private member's motion,Parliamentary Affairs,0.75,,
2636422,1,concurrence in standing committee reports,Parliamentary Affairs,0.75,,
2636422,2,precedents for committee report concurrence,Parliamentary Affairs,0.25,,
2636422,3,concurrence in committee reports,Parliamentary Affairs,0.5,,
2636422,4,committee reports and legislative process,Parliamentary Affairs,0.25,,
2636422,5,committee reports and government business,Parliamentary Affairs,0.5,,
2636444,0,sanctions for voluntary commission violations,Government Operations & Ethics,0.25,,
2636488,0,tabling of letter on Northern Affairs policy,Indigenous & Northern Affairs,0.5,,
2636513,0,farm machinery prices and tractor overpricing,Agriculture & Natural Resources,0.0,,
2636527,0,international joint commission report on water,Agriculture & Natural Resources,0.0,,
2636542,0,perpetual bonds and interest rates,Economic & Fiscal Policy,0.0,,
2636608,0,immigration policy and admission of individuals,"Justice, Rights & Immigration",0.25,,
2636651,0,western grain marketing and storage,Agriculture & Natural Resources,0.25,,
2636651,1,western grain surplus production and storage,Agriculture & Natural Resources,0.0,,
2636651,2,grain storage and disposal of surpluses,Agriculture & Natural Resources,0.0,,
2636651,3,government response to producer surpluses,Agriculture & Natural Resources,0.25,,
2636651,4,grain marketing and storage policy,Agriculture & Natural Resources,0.25,,
2636681,0,farm grain quotas and financing,Agriculture & Natural Resources,0.0,,
2636681,1,Canadian economy and commodity interests,Economic & Fiscal Policy,0.0,,
2636681,2,wheat exports and the Canadian economy,Economic & Fiscal Policy,0.0,,
2636681,3,world wheat supply and production,Agriculture & Natural Resources,0.0,,
2636681,4,Canadian agriculture and government inaction,Agriculture & Natural Resources,0.1,,
2636681,5,farm grain storage and government flexibility,Agriculture & Natural Resources,0.25,,
2636681,6,agricultural storage facility quotas,Agriculture & Natural Resources,0.0,,
2636681,7,grading system for wheat protein content,Agriculture & Natural Resources,0.0,,
2636681,8,two-price system for wheat,Agriculture & Natural Resources,0.0,,
2636681,9,farm-stored grain payments,Agriculture & Natural Resources,0.0,,
2636681,10,Canada's loss of world wheat trade,Trade & Industry,0.0,,
2636681,11,Canadian Wheat Board scapegoating,Agriculture & Natural Resources,0.25,,
2636690,0,non-confidence motion on agricultural policies,Parliamentary Affairs,0.25,,
2636690,1,western agriculture grain storage,Agriculture & Natural Resources,0.25,,
2636690,2,wheat sales and farmer prices,Agriculture & Natural Resources,0.0,,
2636690,3,agriculture industry cash crisis,Economic & Fiscal Policy,0.0,,
2636690,4,grain storage and farmer cash advances,Agriculture & Natural Resources,0.0,,
2636690,5,acreage payment for farmers,Agriculture & Natural Resources,0.0,,
2636690,6,farm credit and acreage reduction payments,Agriculture & Natural Resources,0.0,,
2636690,7,prairie discontent and federal aid for farmers,Social Policy,0.0,,
2636690,8,grain movement and storage crisis,Agriculture & Natural Resources,0.0,,
2636690,9,value of agriculture to Canadian economy,Economic & Fiscal Policy,0.0,,
2636690,10,economic value of agriculture to Canada,Economic & Fiscal Policy,0.0,,
2636690,11,agriculture's economic impact and value added,Economic & Fiscal Policy,0.0,,
2636729,0,minister tabling letter on national parks,Agriculture & Natural Resources,0.5,,
2636729,1,national parks development plan,Agriculture & Natural Resources,0.25,,
2636729,2,cancellation of perpetuity in park leases,Agriculture & Natural Resources,0.25,,
2636729,3,rental reassessments in national parks,Agriculture & Natural Resources,0.25,,
2636761,0,freight rate subsidies and reductions for trucking firms,Trade & Industry,0.0,,
